Origin,Edge,Destination
<div id=1 class='' > Add account </div><div id=2 class='' > saltyp0rridge20@gmail.com </div><div id=3 class='' > General settings </div><button id=4 class='' description='More options'>  </button><div id=5 class='' description='Navigate up'>  </div>,Action: Click on <div id=3 class='' > General settings </div>,<div id=1 class='' >  </div><div id=2 class='' > Auto-fit messages    <p> Shrink messages to fit the screen </p>    <div id=3 class='android:id/checkbox' >  </div> </div><div id=4 class='' > Default reply action    <p> Choose your default reply action </p> </div><div id=5 class='' > Swipe actions    <p> Configure swipe actions to quickly act on emails in the conversation list </p> </div><div id=6 class='' > Hide bottom navigation on scroll    <div id=7 class='android:id/checkbox' >  </div> </div><div id=8 class='' > Conversation list density    <p> Default </p> </div><div id=9 class='' > Conversation view    <p> Group emails in the same conversation together for IMAP;; POP3;; and Exchange accounts </p>    <div id=10 class='android:id/checkbox' >  </div> </div><div id=11 class='' > Manage notifications </div><div id=12 class='' > Default notification action    <p> Archive </p> </div><div id=13 class='' > Theme    <p> System default </p> </div><button id=14 class='' description='More options'>  </button><div id=15 class='' description='Navigate up'>  </div>
<div id=1 class='' > Add account </div><div id=2 class='' > saltyp0rridge20@gmail.com </div><div id=3 class='' > General settings </div><button id=4 class='' description='More options'>  </button><div id=5 class='' description='Navigate up'>  </div>,Action: Click on <div id=3 class='' > General settings </div>,<div id=1 class='' >  </div><div id=2 class='' > Auto-fit messages    <p> Shrink messages to fit the screen </p>    <div id=3 class='android:id/checkbox' >  </div> </div><div id=4 class='' > Default reply action    <p> Choose your default reply action </p> </div><div id=5 class='' > Swipe actions    <p> Configure swipe actions to quickly act on emails in the conversation list </p> </div><div id=6 class='' > Hide bottom navigation on scroll    <div id=7 class='android:id/checkbox' >  </div> </div><div id=8 class='' > Conversation list density    <p> Default </p> </div><div id=9 class='' > Conversation view    <p> Group emails in the same conversation together for IMAP;; POP3;; and Exchange accounts </p>    <div id=10 class='android:id/checkbox' >  </div> </div><div id=11 class='' > Manage notifications </div><div id=12 class='' > Default notification action    <p> Archive </p> </div><div id=13 class='' > Theme    <p> System default </p> </div><button id=14 class='' description='More options'>  </button><div id=15 class='' description='Navigate up'>  </div>
<div id=1 class='' >  </div><div id=2 class='' > Auto-fit messages    <p> Shrink messages to fit the screen </p>    <div id=3 class='android:id/checkbox' >  </div> </div><div id=4 class='' > Default reply action    <p> Choose your default reply action </p> </div><div id=5 class='' > Swipe actions    <p> Configure swipe actions to quickly act on emails in the conversation list </p> </div><div id=6 class='' > Hide bottom navigation on scroll    <div id=7 class='android:id/checkbox' >  </div> </div><div id=8 class='' > Conversation list density    <p> Default </p> </div><div id=9 class='' > Conversation view    <p> Group emails in the same conversation together for IMAP;; POP3;; and Exchange accounts </p>    <div id=10 class='android:id/checkbox' >  </div> </div><div id=11 class='' > Manage notifications </div><div id=12 class='' > Default notification action    <p> Archive </p> </div><div id=13 class='' > Theme    <p> System default </p> </div><button id=14 class='' description='More options'>  </button><div id=15 class='' description='Navigate up'>  </div>,Action: Click on <div id=11 class='' > Manage notifications </div>,<div id=1 class='' >  </div><div id=2 class='' > Auto-fit messages    <p> Shrink messages to fit the screen </p>    <div id=3 class='android:id/checkbox' >  </div> </div><div id=4 class='' > Default reply action    <p> Choose your default reply action </p> </div><div id=5 class='' > Swipe actions    <p> Configure swipe actions to quickly act on emails in the conversation list </p> </div><div id=6 class='' > Hide bottom navigation on scroll    <div id=7 class='android:id/checkbox' >  </div> </div><div id=8 class='' > Conversation list density    <p> Default </p> </div><div id=9 class='' > Conversation view    <p> Group emails in the same conversation together for IMAP;; POP3;; and Exchange accounts </p>    <div id=10 class='android:id/checkbox' >  </div> </div><div id=11 class='' > Manage notifications </div><div id=12 class='' > Default notification action    <p> Archive </p> </div><div id=13 class='' > Theme    <p> System default </p> </div><button id=14 class='' description='More options'>  </button><div id=15 class='' description='Navigate up'>  </div>
<div id=1 class='' >  </div><div id=2 class='' > Auto-fit messages    <p> Shrink messages to fit the screen </p>    <div id=3 class='android:id/checkbox' >  </div> </div><div id=4 class='' > Default reply action    <p> Choose your default reply action </p> </div><div id=5 class='' > Swipe actions    <p> Configure swipe actions to quickly act on emails in the conversation list </p> </div><div id=6 class='' > Hide bottom navigation on scroll    <div id=7 class='android:id/checkbox' >  </div> </div><div id=8 class='' > Conversation list density    <p> Default </p> </div><div id=9 class='' > Conversation view    <p> Group emails in the same conversation together for IMAP;; POP3;; and Exchange accounts </p>    <div id=10 class='android:id/checkbox' >  </div> </div><div id=11 class='' > Manage notifications </div><div id=12 class='' > Default notification action    <p> Archive </p> </div><div id=13 class='' > Theme    <p> System default </p> </div><button id=14 class='' description='More options'>  </button><div id=15 class='' description='Navigate up'>  </div>,Action: Click on <div id=11 class='' > Manage notifications </div>,<div id=1 class='' description='Navigate up'>  </div><div id=2 class='' >  </div><div id=3 class='' > Screen time    <p> 25 minutes today </p> </div><div id=4 class='' > Mobile data & Wi‑Fi    <p> 2.63 MB used since Aug 5 </p> </div><div id=5 class='' > Storage & cache    <p> 31.83 MB used in internal storage </p> </div><div id=6 class='' > Permissions    <p>   </p> </div><div id=7 class='' > Notifications    <p> About 1 notification per day </p> </div><div id=8 class='' > Force stop </div><div id=9 class='' > Disable </div><div id=10 class='' > Open </div>
<div id=1 class='' description='Navigate up'>  </div><div id=2 class='' >  </div><div id=3 class='' > Screen time    <p> 25 minutes today </p> </div><div id=4 class='' > Mobile data & Wi‑Fi    <p> 2.63 MB used since Aug 5 </p> </div><div id=5 class='' > Storage & cache    <p> 31.83 MB used in internal storage </p> </div><div id=6 class='' > Permissions    <p>   </p> </div><div id=7 class='' > Notifications    <p> About 1 notification per day </p> </div><div id=8 class='' > Force stop </div><div id=9 class='' > Disable </div><div id=10 class='' > Open </div>,Action: Click on <div id=7 class='' > Notifications    <p> About 1 notification per day </p> </div>,<div id=1 class='' description='Miscellaneous'> Miscellaneous    <switch id=2 class='com.android.settings:id/switchWidget' clickable> On </switch> </div><div id=3 class='' description='Mail'> Mail    <p> About 1 notification per day </p>    <switch id=4 class='com.android.settings:id/switchWidget' clickable> On </switch> </div><button id=5 class='' > All Gmail notifications    <div id=6 class='com.android.settings:id/main_switch_bar' > All Gmail notifications </div>    <switch id=7 class='android:id/switch_widget' clickable> On </switch> </button><button id=8 class='' > Gmail    <div id=9 class='com.android.settings:id/entity_header_content' > Gmail </div> </button><div id=10 class='' description='Navigate up'>  </div>
<button id=1 class='' description='Meet'>  </button><div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=3 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=4 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=5 class='' description='Open navigation drawer'>  </div> </div>,Action: Click on <div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div>,<div id=1 class='com.google.android.gm:id/smart_draft_fab' > Help me write </div><div id=2 class='com.google.android.gm:id/composearea_tap_trap_bottom' >  </div><div id=3 class='' > Compose email </div><div id=4 class='com.google.android.gm:id/subject' > Subject </div><button id=5 class='com.google.android.gm:id/add_cc_bcc' description='Add Cc/Bcc'>  </button><div id=6 class='' >  </div><div id=7 class='com.google.android.gm:id/peoplekit_autocomplete_to_prefix' > To </div><div id=8 class='com.google.android.gm:id/from_label' description='From'> From </div><button id=9 class='' description='More options'>  </button><div id=10 class='com.google.android.gm:id/send' description='Send'>  </div><div id=11 class='com.google.android.gm:id/add_attachment' description='Attach file'>  </div><div id=12 class='' description='Navigate up'>  </div>
<div id=1 class='com.google.android.gm:id/smart_draft_fab' > Help me write </div><div id=2 class='com.google.android.gm:id/composearea_tap_trap_bottom' >  </div><div id=3 class='' > Compose email </div><div id=4 class='com.google.android.gm:id/subject' > Subject </div><button id=5 class='com.google.android.gm:id/add_cc_bcc' description='Add Cc/Bcc'>  </button><div id=6 class='' >  </div><div id=7 class='com.google.android.gm:id/peoplekit_autocomplete_to_prefix' > To </div><div id=8 class='com.google.android.gm:id/from_label' description='From'> From </div><button id=9 class='' description='More options'>  </button><div id=10 class='com.google.android.gm:id/send' description='Send'>  </div><div id=11 class='com.google.android.gm:id/add_attachment' description='Attach file'>  </div><div id=12 class='' description='Navigate up'>  </div>,Action: Click on <div id=11 class='com.google.android.gm:id/add_attachment' description='Attach file'>  </div>,<div id=1 class='' > Attach file </div>
<button id=1 class='' description='Meet'>  </button><div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=3 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=4 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=5 class='' description='Open navigation drawer'>  </div> </div>,Action: Click on <div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div>,<div id=1 class='com.google.android.gm:id/smart_draft_fab' > Help me write </div><div id=2 class='com.google.android.gm:id/composearea_tap_trap_bottom' >  </div><div id=3 class='' > Compose email </div><div id=4 class='com.google.android.gm:id/subject' > Subject </div><button id=5 class='com.google.android.gm:id/add_cc_bcc' description='Add Cc/Bcc'>  </button><div id=6 class='' >  </div><div id=7 class='com.google.android.gm:id/peoplekit_autocomplete_to_prefix' > To </div><div id=8 class='com.google.android.gm:id/from_label' description='From'> From </div><button id=9 class='' description='More options'>  </button><div id=10 class='com.google.android.gm:id/send' description='Send'>  </div><div id=11 class='com.google.android.gm:id/add_attachment' description='Attach file'>  </div><div id=12 class='' description='Navigate up'>  </div>
<div id=1 class='com.google.android.gm:id/smart_draft_fab' > Help me write </div><div id=2 class='com.google.android.gm:id/composearea_tap_trap_bottom' >  </div><div id=3 class='' > Compose email </div><div id=4 class='com.google.android.gm:id/subject' > Subject </div><button id=5 class='com.google.android.gm:id/add_cc_bcc' description='Add Cc/Bcc'>  </button><div id=6 class='' >  </div><div id=7 class='com.google.android.gm:id/peoplekit_autocomplete_to_prefix' > To </div><div id=8 class='com.google.android.gm:id/from_label' description='From'> From </div><button id=9 class='' description='More options'>  </button><div id=10 class='com.google.android.gm:id/send' description='Send'>  </div><div id=11 class='com.google.android.gm:id/add_attachment' description='Attach file'>  </div><div id=12 class='' description='Navigate up'>  </div>,Action: Click on <div id=11 class='com.google.android.gm:id/add_attachment' description='Attach file'>  </div>,<div id=1 class='' > Insert from Drive </div><div id=2 class='' > Attach file </div>
<button id=1 class='' description='Meet'>  </button><div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=3 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=4 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=5 class='' description='Open navigation drawer'>  </div> </div>,Action: Click on <div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div>,<div id=1 class='com.google.android.gm:id/composearea_tap_trap_bottom' >  </div><div id=2 class='com.google.android.gm:id/subject' > Subject </div><button id=3 class='com.google.android.gm:id/add_cc_bcc' description='Add Cc/Bcc'>  </button><div id=4 class='' >  </div><div id=5 class='com.google.android.gm:id/peoplekit_autocomplete_to_prefix' > To </div><div id=6 class='com.google.android.gm:id/from_label' description='From'> From </div><button id=7 class='' description='More options'>  </button><div id=8 class='com.google.android.gm:id/send' description='Send'>  </div><div id=9 class='com.google.android.gm:id/add_attachment' description='Attach file'>  </div><div id=10 class='' description='Navigate up'>  </div>
<div id=1 class='com.google.android.gm:id/composearea_tap_trap_bottom' >  </div><div id=2 class='com.google.android.gm:id/subject' > Subject </div><button id=3 class='com.google.android.gm:id/add_cc_bcc' description='Add Cc/Bcc'>  </button><div id=4 class='' >  </div><div id=5 class='com.google.android.gm:id/peoplekit_autocomplete_to_prefix' > To </div><div id=6 class='com.google.android.gm:id/from_label' description='From'> From </div><button id=7 class='' description='More options'>  </button><div id=8 class='com.google.android.gm:id/send' description='Send'>  </div><div id=9 class='com.google.android.gm:id/add_attachment' description='Attach file'>  </div><div id=10 class='' description='Navigate up'>  </div>,Action: Click on <div id=9 class='com.google.android.gm:id/add_attachment' description='Attach file'>  </div>,<div id=1 class='' > Insert from Drive </div><div id=2 class='' > Attach file </div>
<div id=1 class='' > Insert from Drive </div><div id=2 class='' > Attach file </div>,Action: Click on <div id=1 class='' > Insert from Drive </div>,
<button id=1 class='' description='Meet'>  </button><div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=3 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=4 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=5 class='' description='Open navigation drawer'>  </div> </div>,Action: Click on <div id=5 class='' description='Open navigation drawer'>  </div>,<button id=1 class='' description='Meet'>  </button><div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=3 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=4 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=5 class='' description='Open navigation drawer'>  </div> </div>
<button id=1 class='' description='Meet'>  </button><div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=3 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=4 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=5 class='' description='Open navigation drawer'>  </div> </div>,Action: Click on <div id=5 class='' description='Open navigation drawer'>  </div>,<button id=1 class='' description='Meet'>  </button><div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=3 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=4 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=5 class='' description='Open navigation drawer'>  </div> </div>
<button id=1 class='' description='Meet'>  </button><div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=3 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=4 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=5 class='' description='Open navigation drawer'>  </div> </div>,Action: Click on <div id=5 class='' description='Open navigation drawer'>  </div>,<div id=1 class='com.google.android.gm:id/hub_drawer_label_container' > Notes </div><div id=2 class='com.google.android.gm:id/hub_drawer_label_container' > Trash    <p> 3 </p> </div><div id=3 class='com.google.android.gm:id/hub_drawer_label_container' > Spam    <p> 4 </p> </div><div id=4 class='com.google.android.gm:id/hub_drawer_label_container' > All mail    <p> 57 </p> </div><div id=5 class='com.google.android.gm:id/hub_drawer_label_container' > Drafts </div><div id=6 class='com.google.android.gm:id/hub_drawer_label_container' > Outbox </div><div id=7 class='com.google.android.gm:id/hub_drawer_label_container' > Scheduled </div><div id=8 class='com.google.android.gm:id/hub_drawer_label_container' > Sent </div><div id=9 class='com.google.android.gm:id/hub_drawer_label_container' > Important    <p> 2 </p> </div><div id=10 class='com.google.android.gm:id/hub_drawer_label_container' > Snoozed </div><div id=11 class='com.google.android.gm:id/hub_drawer_label_container' > Starred </div><div id=12 class='com.google.android.gm:id/hub_drawer_label_container' > Social </div><div id=13 class='com.google.android.gm:id/hub_drawer_label_container' > Promotions </div><div id=14 class='com.google.android.gm:id/hub_drawer_label_container' > Primary    <p> 1 </p> </div><button id=15 class='' description='Meet'>  </button><div id=16 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=17 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=18 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=19 class='' description='Open navigation drawer'>  </div> </div>
<button id=1 class='' description='Meet'>  </button><div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=3 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=4 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=5 class='' description='Open navigation drawer'>  </div> </div>,Action: Click on <div id=5 class='' description='Open navigation drawer'>  </div>,<button id=1 class='' description='Meet'>  </button><div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=3 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=4 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=5 class='' description='Open navigation drawer'>  </div> </div>
<button id=1 class='' description='Meet'>  </button><div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=3 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=4 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=5 class='' description='Open navigation drawer'>  </div> </div>,Action: Click on <div id=5 class='' description='Open navigation drawer'>  </div>,<div id=1 class='com.google.android.gm:id/hub_drawer_label_container' > Notes </div><div id=2 class='com.google.android.gm:id/hub_drawer_label_container' > Trash    <p> 3 </p> </div><div id=3 class='com.google.android.gm:id/hub_drawer_label_container' > Spam    <p> 4 </p> </div><div id=4 class='com.google.android.gm:id/hub_drawer_label_container' > All mail    <p> 59 </p> </div><div id=5 class='com.google.android.gm:id/hub_drawer_label_container' > Drafts </div><div id=6 class='com.google.android.gm:id/hub_drawer_label_container' > Outbox </div><div id=7 class='com.google.android.gm:id/hub_drawer_label_container' > Scheduled </div><div id=8 class='com.google.android.gm:id/hub_drawer_label_container' > Sent </div><div id=9 class='com.google.android.gm:id/hub_drawer_label_container' > Important    <p> 4 </p> </div><div id=10 class='com.google.android.gm:id/hub_drawer_label_container' > Snoozed </div><div id=11 class='com.google.android.gm:id/hub_drawer_label_container' > Starred </div><div id=12 class='com.google.android.gm:id/hub_drawer_label_container' > Social </div><div id=13 class='com.google.android.gm:id/hub_drawer_label_container' > Promotions    <p> 1 new </p> </div><div id=14 class='com.google.android.gm:id/hub_drawer_label_container' > Primary    <p> 1 new </p> </div><button id=15 class='' description='Meet'>  </button><div id=16 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=17 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=18 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=19 class='' description='Open navigation drawer'>  </div> </div>
<div id=1 class='com.google.android.gm:id/hub_drawer_label_container' > Notes </div><div id=2 class='com.google.android.gm:id/hub_drawer_label_container' > Trash    <p> 3 </p> </div><div id=3 class='com.google.android.gm:id/hub_drawer_label_container' > Spam    <p> 4 </p> </div><div id=4 class='com.google.android.gm:id/hub_drawer_label_container' > All mail    <p> 59 </p> </div><div id=5 class='com.google.android.gm:id/hub_drawer_label_container' > Drafts </div><div id=6 class='com.google.android.gm:id/hub_drawer_label_container' > Outbox </div><div id=7 class='com.google.android.gm:id/hub_drawer_label_container' > Scheduled </div><div id=8 class='com.google.android.gm:id/hub_drawer_label_container' > Sent </div><div id=9 class='com.google.android.gm:id/hub_drawer_label_container' > Important    <p> 4 </p> </div><div id=10 class='com.google.android.gm:id/hub_drawer_label_container' > Snoozed </div><div id=11 class='com.google.android.gm:id/hub_drawer_label_container' > Starred </div><div id=12 class='com.google.android.gm:id/hub_drawer_label_container' > Social </div><div id=13 class='com.google.android.gm:id/hub_drawer_label_container' > Promotions    <p> 1 new </p> </div><div id=14 class='com.google.android.gm:id/hub_drawer_label_container' > Primary    <p> 1 new </p> </div><button id=15 class='' description='Meet'>  </button><div id=16 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=17 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=18 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=19 class='' description='Open navigation drawer'>  </div> </div>,Action: Click on <div id=4 class='com.google.android.gm:id/hub_drawer_label_container' > All mail    <p> 59 </p> </div>,<div id=1 class='com.google.android.gm:id/hub_drawer_label_container' > Notes </div><div id=2 class='com.google.android.gm:id/hub_drawer_label_container' > Trash    <p> 3 </p> </div><div id=3 class='com.google.android.gm:id/hub_drawer_label_container' > Spam    <p> 4 </p> </div><div id=4 class='com.google.android.gm:id/hub_drawer_label_container' > All mail    <p> 59 </p> </div><div id=5 class='com.google.android.gm:id/hub_drawer_label_container' > Drafts </div><div id=6 class='com.google.android.gm:id/hub_drawer_label_container' > Outbox </div><div id=7 class='com.google.android.gm:id/hub_drawer_label_container' > Scheduled </div><div id=8 class='com.google.android.gm:id/hub_drawer_label_container' > Sent </div><div id=9 class='com.google.android.gm:id/hub_drawer_label_container' > Important    <p> 4 </p> </div><div id=10 class='com.google.android.gm:id/hub_drawer_label_container' > Snoozed </div><div id=11 class='com.google.android.gm:id/hub_drawer_label_container' > Starred </div><div id=12 class='com.google.android.gm:id/hub_drawer_label_container' > Social </div><div id=13 class='com.google.android.gm:id/hub_drawer_label_container' > Promotions    <p> 1 new </p> </div><div id=14 class='com.google.android.gm:id/hub_drawer_label_container' > Primary    <p> 1 new </p> </div><button id=15 class='' description='Meet'>  </button><div id=16 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=17 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=18 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=19 class='' description='Open navigation drawer'>  </div> </div>
<button id=1 class='' description='Meet'>  </button><div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=3 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=4 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=5 class='' description='Open navigation drawer'>  </div> </div>,Action: Click on <div id=5 class='' description='Open navigation drawer'>  </div>,<button id=1 class='' description='Meet'>  </button><div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=3 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=4 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=5 class='' description='Open navigation drawer'>  </div> </div>
<button id=1 class='' description='Meet'>  </button><div id=2 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=3 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=4 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=5 class='' description='Open navigation drawer'>  </div> </div>,Action: Click on <div id=5 class='' description='Open navigation drawer'>  </div>,<div id=1 class='com.google.android.gm:id/hub_drawer_label_container' > Notes </div><div id=2 class='com.google.android.gm:id/hub_drawer_label_container' > Trash    <p> 3 </p> </div><div id=3 class='com.google.android.gm:id/hub_drawer_label_container' > Spam    <p> 4 </p> </div><div id=4 class='com.google.android.gm:id/hub_drawer_label_container' > All mail    <p> 58 </p> </div><div id=5 class='com.google.android.gm:id/hub_drawer_label_container' > Drafts </div><div id=6 class='com.google.android.gm:id/hub_drawer_label_container' > Outbox </div><div id=7 class='com.google.android.gm:id/hub_drawer_label_container' > Scheduled </div><div id=8 class='com.google.android.gm:id/hub_drawer_label_container' > Sent </div><div id=9 class='com.google.android.gm:id/hub_drawer_label_container' > Important    <p> 3 </p> </div><div id=10 class='com.google.android.gm:id/hub_drawer_label_container' > Snoozed </div><div id=11 class='com.google.android.gm:id/hub_drawer_label_container' > Starred </div><div id=12 class='com.google.android.gm:id/hub_drawer_label_container' > Social </div><div id=13 class='com.google.android.gm:id/hub_drawer_label_container' > Promotions </div><div id=14 class='com.google.android.gm:id/hub_drawer_label_container' > Primary    <p> 1 </p> </div><button id=15 class='' description='Meet'>  </button><div id=16 class='com.google.android.gm:id/compose_button' description='Compose'> Compose </div><div id=17 class='com.google.android.gm:id/open_search' description='Open navigation drawer;;Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'> Search in mail    <p> Search in mail </p>    <button id=18 class='com.google.android.gm:id/selected_account_disc_gmail' description='Signed in as Bowen Wang saltyp0rridge20@gmail.comAccount and settings.'>  </button>    <div id=19 class='' description='Open navigation drawer'>  </div> </div>
